Country Name,Series Name,1998,2000,2002,2004,2012,2014,2016,2018,2020,2021,Continent,Region
Afghanistan,GDP (current US$),,,4055179566.34981,5226778808.89209,19907317065.6666,20497126770.1335,18116562464.9088,18053228578.8878,20116137325.8206,,Asia,Asia
Afghanistan,GDP growth (annual %),,,,1.41411798058979,12.752287088717,2.72454336394854,2.26031420130452,1.18922812838034,-2.35110067344623,,Asia,Asia
Afghanistan,GDP per capita (current US$),,,179.426579211394,211.382074198939,638.845851607289,614.223342360392,512.012778129357,485.668418729808,516.747870807558,,Asia,Asia
Afghanistan,"Inflation, consumer prices (annual %)",,,,,6.44121280934118,4.67399603536339,4.38389195513914,0.626149149168811,,,Asia,Asia
Afghanistan,"Population, total",19737770,20779957,22600774,24726689,31161378,33370804,35383028,37171922,38928341,39835428,Asia,Asia
Afghanistan,Surface area (sq. km),652860,652860,652860,652860,652860,652860,652860,652860,652860,,Asia,Asia
Afghanistan,Imports of goods and services (current US$),,,,,,,,,,,Asia,Asia
Afghanistan,Exports of goods and services (current US$),,,,,,,,,,,Asia,Asia
