Country Name,Series Name,1998,2000,2002,2004,2012,2014,2016,2018,2020,2021,Continent,Region
South Korea,Surface area (sq. km),99260,99260,99590,99620,100150,100280,100339,100370,100410,,Asia,Asia
South Korea,Imports of goods and services (current US$),111015669596.986,185275783405.249,179268717678.185,263820940872.42,656655103709.745,635036176085.567,502104730870.38,642946115402.09,536732912196.558,684201251042.105,Asia,Asia
South Korea,Exports of goods and services (current US$),151556327777.143,195550063662.729,186748435364.362,291526211015.262,691553300804.601,709970494628.1,602034550194.781,719489868241.708,596945196581.99,750398681490.401,Asia,Asia
Mexico,GDP (current US$),526502129378.284,707906744574.644,772106378935.377,782240601984.76,1201089987015.45,1315351183524.54,1078490651625.31,1222408203104.3,1087117783073.31,1293037866360.17,North America,Americas
Mexico,GDP growth (annual %),5.16392516795146,4.94245371467422,-0.039844481468535,3.92059081028791,3.64232267941347,2.84977325490688,2.63053242455089,2.19499472522698,-8.16735801037942,4.79719174934905,North America,Americas
Mexico,GDP per capita (current US$),5481.18195394699,7157.81449985734,7593.1373448964,7484.486398707,10241.727828043,10928.9160089988,8744.51555912786,9686.98492655586,8431.66501744762,9926.42276755436,North America,Americas
Mexico,"Inflation, consumer prices (annual %)",15.9283950119352,9.49156149435404,5.03072733151299,4.68840884843147,4.11150981070293,4.01861608078673,2.82170784747653,4.89935015356549,3.39683415569999,5.68920847683764,North America,Americas
Mexico,"Population, total",96056313,98899845,101684764,104514934,117274156,120355137,123333379,126190782,128932753,130262220,North America,Americas
Mexico,Surface area (sq. km),1964380,1964380,1964380,1964380,1964380,1964375,1964375,1964375,1964375,,North America,Americas
Mexico,Imports of goods and services (current US$),139005454028.021,191318627691.527,186428365368.683,216256995303.916,402385300656.821,434748776076.735,420827462668.974,504876988510.884,408274967606.211,542228827124.563,North America,Americas
Mexico,Exports of goods and services (current US$),129490212237.303,179855862769.153,174129212924.606,202133349193.691,387538503663.769,419247687492.947,399496352302.013,479887532672.012,430531761272.666,522771878465.303,North America,Americas
Netherlands,GDP (current US$),438008220395.468,417479337444.707,473861980070.981,658380081545.175,838923319919.531,892167986713.722,784060430240.08,914043438179.607,913865395789.886,1018007056949.6,Europe,Europe
Netherlands,GDP growth (annual %),4.66391716015247,4.1956424978691,0.21727359494956,1.98494571422152,-1.03035399148436,1.42339539510084,2.19171371926123,2.36091509478513,-3.79863599268334,5.03590202448922,Europe,Europe
Netherlands,GDP per capita (current US$),27885.8083823465,26214.498549887,29343.2449960602,40436.6182310407,50070.1416045904,52900.537415323,46039.1059284098,53044.5324352253,52396.0322099525,58061.0016679359,Europe,Europe
Netherlands,"Inflation, consumer prices (annual %)",1.95913632274256,2.36052233801956,3.28753104712768,1.26364739183177,2.45554765291609,0.976035079699661,0.316666666666663,1.70349794744475,1.2724603778917,2.67572008805381,Europe,Europe
Netherlands,"Population, total",15707209,15925513,16148929,16281779,16754962,16865008,17030314,17231624,17441500,17533405,Europe,Europe
Netherlands,Surface area (sq. km),41530,41530,41530,41530,41540,41540,41540,41540,41540,,Europe,Europe
Netherlands,Imports of goods and services (current US$),233071539657.854,248352949143.53,252610966338.432,361677037575.291,585275201163.281,619841267938.821,543538132141.636,677669488269.803,616383845802.336,738970232034.872,Europe,Europe
Netherlands,Exports of goods and services (current US$),259915574316.818,275675255568.628,285020505779.608,412634739877.221,666972343230.469,718890300914.899,623603755002.725,774043642951.372,711504795559.535,851086916988.358,Europe,Europe
Russia ,GDP (current US$),270955486862.442,259710142196.943,345470494417.863,591016690742.798,2208295773643.15,2059241965490.83,1276786979221.81,1657329646183.62,1488321875489.74,1775799919352.98,Europe,Europe
Russia ,GDP growth (annual %),-5.29996162531226,10.000066815788,4.69999190873524,7.19994786994475,4.02408615720979,0.736267221415574,0.193690071729534,2.80724541049418,-2.68329621644421,4.81979165963526,Europe,Europe
Russia ,GDP per capita (current US$),1834.86181640625,1771.59411621094,2377.52954101563,4102.36474609375,15420.875,14095.6484375,8704.8984375,11287.3603515625,10161.982421875,12172.78515625,Europe,Europe
Russia ,"Inflation, consumer prices (annual %)",27.6856798076743,20.7987606558703,15.7887307914462,10.8886157326216,5.0747430079915,7.82341183865503,7.04244762954798,2.87829723647886,3.38165937237896,6.69445891957619,Europe,Europe
Russia ,"Population, total",147670784,146596869,145306497,144067316,143201721,143819667,144342397,144477859,144073139,143446060,Europe,Europe
Russia ,Surface area (sq. km),17098240,17098240,17098240,17098240,17098250,17098250,17098250,17098250,17098250,,Europe,Europe
Russia ,Imports of goods and services (current US$),66522411128.2844,62417348027.0174,84408293460.925,130992710864.283,447048943248.659,426062191556.665,263830624896.542,344519779600.786,304075035122.44,378028166719.39,Europe,Europe
Russia ,Exports of goods and services (current US$),84595569294.1783,114429434767.153,121649122807.018,203415480735.856,594193217854.85,558283087794.633,330106672194.393,510345774006.233,379986658326.965,547741272403.648,Europe,Europe
Saudi Arabia,GDP (current US$),146775498080,189514926213.333,189605920240,258742263040,735974843348.664,756350347320.381,644935682011.475,816578674529.141,703367841222.555,833541236569.315,Asia,Asia
Saudi Arabia,GDP growth (annual %),2.8933625194487,5.62541614258343,-2.8191744042884,7.9584416636786,5.41142278010331,3.65248566592824,1.67066425675586,2.51416579969228,-4.13767037552623,3.2409297684805,Asia,Asia
Saudi Arabia,GDP per capita (current US$),7419.16114403759,9171.33147630515,8695.39648348233,11185.1370411547,25243.6019978478,24464.2125566118,19878.7681693177,24228.8390391665,20203.6688777651,23585.8856300817,Asia,Asia
Saudi Arabia,"Inflation, consumer prices (annual %)",-0.371269734983801,-1.12499477854773,0.247186514299252,0.515506766998062,2.86626887489922,2.23629031536967,2.06884036053476,2.45814158007533,3.44545825956691,3.06328988941548,Asia,Asia
Saudi Arabia,"Population, total",19783301,20663840,21805322,23132686,29154906,30916603,32443443,33702757,34813867,35340680,Asia,Asia
Saudi Arabia,Surface area (sq. km),2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,,Asia,Asia
Saudi Arabia,Imports of goods and services (current US$),38830933333.3333,46926133333.3333,44830400000,62350400000,215206018933.333,255383052343.417,198110220198.136,209589393636.078,182127845459.217,202945018593.049,Asia,Asia
Saudi Arabia,Exports of goods and services (current US$),43493066666.6667,82259466666.6667,77641333333.3333,131920533333.333,399419733333.333,354541430160,200860075477.285,314916582179.44,184162133333.333,289815259051.184,Asia,Asia
Spain,GDP (current US$),619214834614.099,598363313494.903,708756677088.629,1069055675273.75,1324744314781.64,1371222712535.68,1232912963206.23,1420994142512.16,1281484640043.58,1425276586282.92,Europe,Europe
Spain,GDP growth (annual %),4.39303735124493,5.24599468041613,2.73102223160264,3.12279524151424,-2.95944130173555,1.38390794267029,3.03130132981933,2.28878567617447,-10.8228864939664,5.1294551274826,Europe,Europe
Spain,GDP per capita (current US$),15394.3514628249,14749.6874248766,17106.686576658,24907.0008505856,28322.8092495057,29500.7894328615,26523.3482221547,30364.5799435622,27056.4217512166,30115.7058866792,Europe,Europe
Spain,"Inflation, consumer prices (annual %)",1.83432999908412,3.43351563418762,3.0656568590222,3.03924881090927,2.44612782366812,-0.151114837527181,-0.202598000426425,1.67498136863794,-0.322753017299705,3.09313511976406,Europe,Europe
Spain,"Population, total",40223509,40567864,41431558,42921895,46773055,46480882,46484062,46797754,47363419,47326687,Europe,Europe
Spain,Surface area (sq. km),505990,505000,505320,505370,505940,505940,505935,505957.289,505969.891,,Europe,Europe
Spain,Imports of goods and services (current US$),164460407617.775,188597988059.608,202315899879.608,311225603516.217,389343643913.672,416619174461.567,368548925935.799,461049364445.49,373524398136.966,476181893499.992,Europe,Europe
Spain,Exports of goods and services (current US$),161627129969.93,170912654970.981,188203212026.667,271668265945.947,416701933892.578,459120571553.332,417712027692.608,499658310234.509,392402615425.682,497711315364.333,Europe,Europe
Switzerland,GDP (current US$),303882354117.809,279841151705.353,310175772488.13,405531321270.607,692109693986.886,734396591036.932,695600652899.283,735539301552.674,752248045730.11,812866928867.47,Europe,Europe
Switzerland,GDP growth (annual %),3.06533137545706,3.97640923409377,-0.005506462527904,2.82152811537493,1.21719365684089,2.44684515688446,2.04518646926613,2.91690509826611,-2.39282604159746,3.69215262984311,Europe,Europe
Switzerland,GDP per capita (current US$),42740.1281825149,38952.0342005572,42578.7631355696,54878.4710009787,86547.6708907265,89684.7075795936,83073.2800824812,86388.4049527184,87100.4148213751,93457.4403976155,Europe,Europe
Switzerland,"Inflation, consumer prices (annual %)",0.017938437843963,1.55852919679006,0.64271150654328,0.802908730955216,-0.692552018105236,-0.013202538751599,-0.434618664285843,0.936335464113605,-0.725874933313391,0.581814168489875,Europe,Europe
Switzerland,"Population, total",7110001,7184250,7284753,7389625,7996861,8188649,8373338,8514329,8636561,8697723,Europe,Europe
Switzerland,Surface area (sq. km),41290,41290,41290,41290,41290,41290,41290.39,41290.39,41290.39,,Europe,Europe
Switzerland,Imports of goods and services (current US$),127079169540.626,128269998815.727,131134050429.873,173855478086.047,392175173595.505,385419084600.675,376003269517.222,395874459461.763,402809127914.717,448390116859.609,Europe,Europe
Switzerland,Exports of goods and services (current US$),139547259622.017,143554154429.18,150068218914.41,207102870124.648,466526588633.599,468616255226.628,456826637769.723,486600844681.54,468966616664.152,568557470032.783,Europe,Europe
Turkey,GDP (current US$),275967393939.394,274302959053.103,240253216295.117,408876042651.701,880556375779.51,938952628604.067,869692960365.551,778471901665.148,719954821683.31,815271751724.423,Asia,Asia
Turkey,GDP growth (annual %),2.40415025686937,6.93323970455904,6.44772204681594,9.79593638920282,4.78849271108008,4.9397151613658,3.32308420845746,2.97988523467896,1.79355139618684,10.9861809949254,Asia,Asia
Turkey,GDP per capita (current US$),4499.73750776878,4337.47800296354,3687.95609325031,6101.63211660696,11795.6334567571,12157.9904337823,10894.6033779275,9454.34844272271,8536.43331960632,9586.61245005597,Asia,Asia
Turkey,"Inflation, consumer prices (annual %)",84.6413434846315,54.9153705812683,44.9641209479849,8.59826168115267,8.89156996512164,8.85457271364318,7.77513415328334,16.3324638988929,12.2789574462574,19.5964926913323,Asia,Asia
Turkey,"Population, total",61329665,63240196,65145357,67010930,74651046,77229262,79827868,82340090,84339067,85042736,Asia,Asia
Turkey,Surface area (sq. km),785350,785350,785350,785350,785350,785350,785350,785350,785350,,Asia,Asia
